Morph-Lemma,Morph-Inflection,Lemma-Priority,Inflection-Priority,Occurrence
de,de,1,0,292772
o,o,0,1,182944
o,a,0,2,156959
e,e,3,3,146130
que,que,6,4,133018
de o,do,2,5,108576
de o,da,2,6,94307
em,em,8,7,89599
para,para,9,8,79302
com,com,10,9,67238
em o,no,4,10,66057
em o,na,4,11,56446
um,um,7,12,53597
o,os,0,13,49119
um,uma,7,14,45757
a,a,12,15,43884
ser,é,5,16,42164
não,não,14,17,39076
por,por,15,18,36532
o,as,0,19,35156
se,se,19,20,28487
ser,foi,5,21,27652
mais,mais,20,22,27454
a o,ao,11,23,26757
de o,dos,2,24,26116
como,como,21,25,22675
de o,das,2,26,19526
mas,mas,26,27,16463
a o,à,11,28,16134
também,também,27,29,16104
ser,ser,5,30,14735
por o,pelo,17,31,14557
já,já,30,32,14348
por o,pela,17,33,13989
ano,anos,22,34,13109
ele,ele,23,35,12931
ou,ou,37,36,12356
estar,está,16,37,12139
ter,tem,13,38,11774
ainda,ainda,39,39,11491
até,até,40,40,11354
ser,são,5,41,10832
sobre,sobre,42,42,10793
seu,sua,18,43,10708
seu,seu,18,44,10496
dia,dia,31,45,9669
em o,nos,4,46,9246
segundo,segundo,41,47,9215
ser,foram,5,48,9017
entre,entre,48,49,8951
muito,muito,33,50,8890
ano,ano,22,51,8861
em o,nas,4,52,8750
isso,isso,49,53,8709
pessoa,pessoas,44,54,8270
quando,quando,52,55,7899
dizer,disse,32,56,7791
após,após,53,57,7746
a o,aos,11,58,7717
ter,ter,13,59,7414
a o,às,11,60,7368
poder,pode,24,61,7218
haver,há,34,62,7016
ir,vai,28,63,6899
além,além,59,64,6761
eu,eu,43,65,6636
ser,será,5,66,6565
estar,estão,16,67,6315
dois,dois,46,68,6279
mesmo,mesmo,51,69,6170
presidente,presidente,66,70,6166
sem,sem,73,71,5887
em este,nesta,45,72,5886
todo,todos,29,73,5747
contra,contra,79,74,5583
governo,governo,72,75,5570
durante,durante,82,76,5321
fazer,fazer,25,77,5281
saúde,saúde,86,78,5226
depois,depois,89,79,5210
ela,ela,69,80,5208
você,você,76,81,5187
acordo,acordo,84,82,5121
estado,estado,71,83,5082
país,país,61,84,4975
grande,grande,38,85,4913
hoje,hoje,93,86,4868
desde,desde,94,87,4868
esse,esse,35,88,4831
casa,casa,85,89,4766
tempo,tempo,87,90,4720
esse,essa,35,91,4697
mil,mil,99,92,4670
apenas,apenas,103,93,4647
dia,dias,31,94,4646
onde,onde,105,95,4593
trabalho,trabalho,88,96,4579
três,três,106,97,4573
cidade,cidade,78,98,4538
seu,seus,18,99,4529
quem,quem,108,100,4527
só,só,109,101,4519
ser,era,5,102,4518
caso,caso,57,103,4495
vez,vez,63,104,4484
estar,estava,16,105,4370
h,h,117,106,4340
agora,agora,122,107,4261
milhão,milhões,95,108,4252
outro,outros,36,109,4249
ser,sendo,5,110,4247
forma,forma,104,111,4246
parte,parte,100,112,4227
primeiro,primeiro,50,113,4192
todo,todo,29,114,4145
porque,porque,128,115,4143
grande,maior,38,116,4101
polícia,polícia,124,117,4093
cada,cada,131,118,4047
final,final,116,119,4026
assim,assim,134,120,4003
bem,bem,115,121,3997
meio,meio,119,122,3984
vida,vida,121,123,3953
mundo,mundo,135,124,3951
momento,momento,101,125,3935
em este,neste,45,126,3910
dois,duas,46,127,3753
local,local,96,128,3745
semana,semana,110,129,3689
novo,novo,47,130,3644
federal,federal,137,131,3541
antes,antes,155,132,3505
ser,seja,5,133,3500
seu,suas,18,134,3490
dever,deve,55,135,3472
dizer,diz,32,136,3456
região,região,127,137,3451
poder,podem,24,138,3428
sempre,sempre,159,139,3396
afirmar,afirmou,74,140,3380
nacional,nacional,147,141,3340
este,este,58,142,3295
partir,partir,153,143,3267
equipe,equipe,114,144,3246
tudo,tudo,165,145,3219
ter,teve,13,146,3204
empresa,empresa,81,147,3200
outro,outro,36,148,3137
jogo,jogo,98,149,3053
de este,desta,64,150,3045
primeiro,primeira,50,151,3040
então,então,174,152,3028
outro,outras,36,153,3026
novo,nova,47,154,2992
grupo,grupo,138,155,2986
de este,deste,64,156,2952
este,esta,58,157,2940
projeto,projeto,136,158,2909
caso,casos,57,159,2897
eu,me,43,160,2892
fim,fim,170,161,2877
início,início,182,162,2876
público,público,67,163,2870
gente,gente,183,164,2869
menos,menos,186,165,2854
segurança,segurança,181,166,2836
processo,processo,156,167,2819
enquanto,enquanto,194,168,2768
por o,pelos,17,169,2763
todo,todas,29,170,2743
fazer,fez,25,171,2732
algum,alguns,65,172,2732
mês,mês,83,173,2730
bolsonaro,bolsonaro,198,174,2729
quatro,quatro,197,175,2728
ele,o,23,176,2721
ser,serão,5,177,2707
programa,programa,168,178,2706
ser,sido,5,179,2701
ter,tinha,13,180,2697
informação,informações,150,181,2689
domingo,domingo,192,182,2672
ter,têm,13,183,2668
ponto,pontos,132,184,2632
valor,valor,143,185,2630
importante,importante,161,186,2621
número,número,154,187,2619
de isso,disso,210,188,2585
bom,melhor,56,189,2584
mês,meses,83,190,2574
possível,possível,178,191,2562
eles,eles,180,192,2561
sábado,sábado,203,193,2528
relação,relação,171,194,2523
área,área,144,195,2520
família,família,146,196,2484
cerca,cerca,219,197,2484
população,população,207,198,2474
lado,lado,205,199,2460
dado,dados,212,200,2441
homem,homem,158,201,2426
mercado,mercado,201,202,2422
aqui,aqui,226,203,2415
período,período,211,204,2409
evento,evento,167,205,2383
criança,crianças,160,206,2367
dentro,dentro,236,207,2362
janeiro,janeiro,237,208,2352
hora,horas,152,209,2338
nós,nós,141,210,2336
nosso,nossa,75,211,2332
conta,conta,162,212,2331
qualquer,qualquer,227,213,2287
último,última,62,214,2274
social,sociais,113,215,2271
situação,situação,193,216,2269
município,município,151,217,2261
chegar,chegou,68,218,2254
haver,havia,34,219,2253
rio,rio,228,220,2249
mulher,mulher,130,221,2236
decisão,decisão,200,222,2223
meu,minha,92,223,2215
empresa,empresas,81,224,2193
fazer,faz,25,225,2185
apoio,apoio,248,226,2177
noite,noite,250,227,2174
ação,ação,125,228,2171
passado,passado,191,229,2169
social,social,113,230,2151
história,história,218,231,2143
lei,lei,225,232,2136
cinco,cinco,263,233,2135
estar,estar,16,234,2128
pandemia,pandemia,269,235,2113
ter,temos,13,236,2109
rede,redes,140,237,2104
pouco,pouco,157,238,2085
volta,volta,261,239,2083
brasileiro,brasileiro,97,240,2081
frente,frente,257,241,2076
sistema,sistema,222,242,2075
todo,toda,29,243,2069
vez,vezes,63,244,2053
ficar,ficou,54,245,2044
qual,qual,164,246,2034
ação,ações,125,247,2027
lugar,lugar,233,248,2024
meu,meu,92,249,1993
direito,direito,176,250,1993
justiça,justiça,289,251,1993
estar,estamos,16,252,1991
serviço,serviços,142,253,1985
fazer,feito,25,254,1982
aumento,aumento,268,255,1980
entanto,entanto,294,256,1975
vítima,vítima,175,257,1973
outro,outra,36,258,1966
crime,crime,195,259,1959
nosso,nosso,75,260,1957
poder,poder,24,261,1951
fora,fora,298,262,1950
exemplo,exemplo,273,263,1947
próximo,próximo,102,264,1941
quase,quase,304,265,1932
civil,civil,259,266,1926
pessoa,pessoa,44,267,1908
nem,nem,312,268,1905
muito,muitos,33,269,1901
prefeitura,prefeitura,285,270,1900
último,último,62,271,1899
resultado,resultado,179,272,1882
campanha,campanha,267,273,1878
dar,dar,60,274,1876
quanto,quanto,291,275,1872
algum,algumas,65,276,1870
vir,vem,123,277,1869
ter,terá,13,278,1860
público,pública,67,279,1855
mulher,mulheres,130,280,1843
apesar,apesar,324,281,1839
por o,pelas,17,282,1836
defesa,defesa,318,283,1835
ir,vão,28,284,1820
serviço,serviço,142,285,1796
afirmar,afirma,74,286,1777
novo,novos,47,287,1774
eleitoral,eleitoral,283,288,1770
espaço,espaço,252,289,1766
série,série,316,290,1765
jogo,jogos,98,291,1764
nome,nome,217,292,1755
militar,militar,196,293,1750
rede,rede,140,294,1748
segundo,segunda,41,295,1746
minuto,minutos,315,296,1743
contar,conta,112,297,1742
total,total,333,298,1733
manhã,manhã,339,299,1730
time,time,265,300,1728
dever,devem,55,301,1714
campo,campo,310,302,1705
corpo,corpo,307,303,1699
dinheiro,dinheiro,348,304,1696
último,últimos,62,305,1694
capital,capital,322,306,1690
uso,uso,351,307,1672
ver,ver,91,308,1666
hospital,hospital,300,309,1662
ucrânia,ucrânia,360,310,1657
nada,nada,362,311,1653
seis,seis,363,312,1651
atendimento,atendimento,292,313,1651
produção,produção,326,314,1649
longo,longo,264,315,1629
ministro,ministro,295,316,1611
dezembro,dezembro,369,317,1610
pois,pois,370,318,1606
precisar,precisa,133,319,1605
país,países,61,320,1603
objetivo,objetivo,290,321,1599
ser,seria,5,322,1595
porém,porém,375,323,1592
de esse,dessa,129,324,1592
mãe,mãe,377,325,1581
bairro,bairro,299,326,1580
começar,começou,118,327,1577
vitória,vitória,309,328,1577
através,através,379,329,1576
copa,copa,365,330,1574
informar,informou,184,331,1573
bom,bom,56,332,1570
nunca,nunca,381,333,1570
estadual,estadual,296,334,1564
energia,energia,366,335,1560
acesso,acesso,368,336,1560
recurso,recursos,275,337,1556
deputado,deputado,230,338,1547
º,º,390,339,1542
centro,centro,335,340,1539
março,março,394,341,1537
temporada,temporada,359,342,1533
setor,setor,306,343,1531
jovem,jovem,208,344,1524
passar,passou,77,345,1521
tarde,tarde,393,346,1520
tanto,tanto,282,347,1520
clube,clube,308,348,1517
bilhão,bilhões,330,349,1515
nós,nos,141,350,1512
desenvolvimento,desenvolvimento,399,351,1510
ter,teria,13,352,1509
esse,esses,35,353,1505
novo,novas,47,354,1500
portal,portal,398,355,1497
em esse,nesse,187,356,1495
ir,vamos,28,357,1493
guerra,guerra,395,358,1492
futebol,futebol,409,359,1492
receber,recebeu,80,360,1483
água,água,327,361,1483
ficar,ficar,54,362,1475
acontecer,aconteceu,107,363,1473
outubro,outubro,425,364,1461
receber,receber,80,365,1460
mundial,mundial,372,366,1459
policial,policiais,247,367,1459
muito,muitas,33,368,1454
haver,houve,34,369,1448
bom,boa,56,370,1448
fase,fase,373,371,1445
educação,educação,434,372,1444
tão,tão,437,373,1437
atual,atual,350,374,1436
eleição,eleições,251,375,1433
maio,maio,443,376,1426
candidato,candidato,231,377,1424
em um,num,189,378,1422
atividade,atividades,253,379,1417
devido,devido,412,380,1416
dar,deu,60,381,1415
tipo,tipo,340,382,1414
partido,partido,317,383,1413
em um,numa,189,384,1412
sul,sul,448,385,1412
rua,rua,277,386,1411
ficar,fica,54,387,1406
bahia,bahia,452,388,1405
conforme,conforme,450,389,1404
morte,morte,280,390,1402
brasileiro,brasileira,97,391,1398
governador,governador,387,392,1395
querer,quer,111,393,1395
lá,lá,456,394,1387
setembro,setembro,458,395,1383
ele,ela,23,396,1383
esse,essas,35,397,1382
ponto,ponto,132,398,1381
carro,carro,320,399,1377
prefeito,prefeito,383,400,1376
grande,grandes,38,401,1376
economia,economia,414,402,1374
julho,julho,463,403,1368
agosto,agosto,464,404,1366
oficial,oficial,353,405,1362
junho,junho,468,406,1361
profissional,profissionais,234,407,1361
preço,preços,220,408,1360
estar,estavam,16,409,1358
ª,ª,479,410,1341
pesquisa,pesquisa,314,411,1341
filho,filho,245,412,1341
muito,muita,33,413,1340
fevereiro,fevereiro,481,414,1335
vários,vários,467,415,1330
operação,operação,303,416,1329
novembro,novembro,486,417,1327
partida,partida,334,418,1327
base,base,441,419,1324
produto,produtos,274,420,1322
doença,doença,325,421,1321
mesmo,mesma,51,422,1318
de esse,desse,129,423,1316
unidade,unidade,223,424,1315
próximo,próxima,102,425,1314
ter,tenha,13,426,1314
município,municípios,151,427,1313
campeonato,campeonato,457,428,1308
geral,geral,311,429,1306
risco,risco,357,430,1305
logo,logo,496,431,1300
site,site,417,432,1297
nota,nota,406,433,1297
diante,diante,501,434,1296
sob,sob,502,435,1295
abril,abril,507,436,1288
fato,fato,361,437,1287
algo,algo,510,438,1283
edição,edição,435,439,1281
principal,principais,216,440,1281
estar,estou,16,441,1271
especial,especial,374,442,1268
necessário,necessário,270,443,1266
chegar,chegar,68,444,1263
escola,escola,272,445,1261
pai,pai,281,446,1260
gestão,gestão,494,447,1253
municipal,municipal,343,448,1245
preciso,preciso,503,449,1245
várias,várias,526,450,1244
veículo,veículo,239,451,1244
vaga,vagas,319,452,1242
responsável,responsável,332,453,1242
de ele,dele,258,454,1241
contar,contou,112,455,1234
voto,votos,271,456,1234
prazo,prazo,474,457,1232
técnico,técnico,246,458,1231
área,áreas,144,459,1228
principal,principal,216,460,1224
deixar,deixe,90,461,1224
fazer,feita,25,462,1221
hora,hora,152,463,1221
tribunal,tribunal,471,464,1219
norte,norte,534,465,1219
família,famílias,146,466,1219
internacional,internacional,354,467,1217
sete,sete,535,468,1215
zona,zona,469,469,1209
data,data,460,470,1208
prisão,prisão,498,471,1203
medida,medida,243,472,1201
questão,questão,329,473,1194
causa,causa,440,474,1193
santo,santos,262,475,1193
problema,problema,232,476,1192
falar,falar,139,477,1192
problema,problemas,232,478,1192
maioria,maioria,543,479,1189
principalmente,principalmente,547,480,1188
realizar,realizada,70,481,1187
cidade,cidades,78,482,1187
qual,quais,164,483,1187
junto,junto,337,484,1186
comentário,comentário,416,485,1184
vídeo,vídeo,356,486,1183
qualidade,qualidade,533,487,1181
realizar,realizado,70,488,1180
explicar,explica,213,489,1175
realizar,realizar,70,490,1173
participação,participação,511,491,1171
conseguir,conseguiu,145,492,1171
falta,falta,545,493,1167
ambiente,ambiente,451,494,1167
crescimento,crescimento,556,495,1165
equipe,equipes,114,496,1157
ministério,ministério,527,497,1148
pagamento,pagamento,405,498,1138
seleção,seleção,500,499,1136
unidade,unidades,223,500,1135
atualmente,atualmente,574,501,1135
alta,alta,505,502,1133
atenção,atenção,552,503,1131
valor,valores,143,504,1129
condição,condições,389,505,1128
época,época,564,506,1126
acontecer,acontece,107,507,1125
importância,importância,582,508,1124
preço,preço,220,509,1122
nível,nível,442,510,1120
passar,passar,77,511,1118
comunidade,comunidade,392,512,1116
ele,eles,23,513,1115
demais,demais,592,514,1114
união,união,587,515,1113
próprio,próprio,202,516,1111
obra,obras,276,517,1110
brasileiro,brasileiros,97,518,1107
filme,filme,382,519,1106
manter,manter,240,520,1104
veículo,veículos,239,521,1101
medida,medidas,243,522,1101
local,locais,96,523,1100
coisa,coisas,260,524,1100
ter,tenho,13,525,1100
queda,queda,538,526,1097
presença,presença,586,527,1096
ajudar,ajudar,241,528,1095
destacar,destacou,238,529,1094
sociedade,sociedade,570,530,1092
forte,forte,403,531,1092
deixar,deixar,90,532,1092
proposta,proposta,415,533,1090
encontro,encontro,493,534,1086
saber,saber,126,535,1085
gol,gol,323,536,1084
política,política,384,537,1084
levar,levar,120,538,1083
claro,claro,411,539,1081
deixar,deixou,90,540,1079
música,música,472,541,1074
aluno,alunos,519,542,1072
tv,tv,602,543,1071
dar,dá,60,544,1069
vacinação,vacinação,601,545,1069
sucesso,sucesso,548,546,1069
câmara,câmara,588,547,1068
entrevista,entrevista,528,548,1066
jovem,jovens,208,549,1066
futuro,futuro,427,550,1065
ir,ir,28,551,1065
central,central,563,552,1059
resultado,resultados,179,553,1057
experiência,experiência,465,554,1057
médico,médico,284,555,1053
projeto,projetos,136,556,1053
coisa,coisa,260,557,1051
vítima,vítimas,175,558,1050
acabar,acabou,229,559,1047
idade,idade,551,560,1047
sentido,sentido,579,561,1046
grande,maiores,38,562,1043
busca,busca,475,563,1041
embora,embora,626,564,1041
tecnologia,tecnologia,506,565,1038
cultura,cultura,572,566,1037
banco,banco,430,567,1037
ensino,ensino,620,568,1037
organização,organização,489,569,1031
dizer,dizer,32,570,1031
poder,poderá,24,571,1031
jogador,jogadores,286,572,1025
república,república,619,573,1023
próprio,própria,202,574,1022
força,força,321,575,1021
inclusive,inclusive,642,576,1021
profissional,profissional,234,577,1019
ter,tendo,13,578,1017
maneira,maneira,584,579,1017
nenhum,nenhum,331,580,1017
pedido,pedido,454,581,1014
entrar,entrar,188,582,1010
ideia,ideia,492,583,1010
oito,oito,648,584,1009
trabalhar,trabalhar,190,585,1009
secretário,secretário,549,586,1008
uma,uma,651,587,1008
jogador,jogador,286,588,1007
acidente,acidente,523,589,1005
plano,plano,408,590,1004
difícil,difícil,550,591,1004
criança,criança,160,592,1003
alto,alto,204,593,1002
fazer,fazendo,25,594,1002
autoridade,autoridades,504,595,1002
possibilidade,possibilidade,537,596,1001
anunciar,anunciou,279,597,999
oportunidade,oportunidade,349,598,999
militar,militares,196,599,993
em esse,nessa,187,600,991
título,título,438,601,988
ocorrer,ocorreu,166,602,987
prova,prova,413,603,985
homem,homens,158,604,985
reunião,reunião,525,605,982
próximo,próximos,102,606,980
carreira,carreira,612,607,980
evitar,evitar,445,608,976
obra,obra,276,609,974
ninguém,ninguém,671,610,974
direito,direitos,176,611,962
cenário,cenário,598,612,960
plataforma,plataforma,522,613,959
somente,somente,681,614,957
saber,sabe,126,615,956
candidato,candidatos,231,616,956
modelo,modelo,491,617,955
seguir,segue,149,618,954
necessidade,necessidade,509,619,953
renda,renda,664,620,951
bastante,bastante,684,621,950
anterior,anterior,470,622,949
explicar,explicou,213,623,949
informação,informação,150,624,945
filho,filhos,245,625,945
tratamento,tratamento,608,626,944
competição,competição,568,627,942
garantir,garantir,244,628,939
taxa,taxa,487,629,939
festa,festa,542,630,938
construção,construção,658,631,937
bom,melhores,56,632,933
violência,violência,677,633,932
contato,contato,617,634,932
ele,elas,23,635,928
poder,poderia,24,636,927
pra,pra,699,637,927
lista,lista,666,638,922
prática,prática,515,639,919
tema,tema,512,640,918
amigo,amigos,447,641,918
grupo,grupos,138,642,916
morrer,morreu,347,643,914
ser,eram,5,644,910
nosso,nossos,75,645,910
marca,marca,524,646,909
morador,moradores,565,647,909
papel,papel,634,648,909
entrada,entrada,657,649,906
ser,sejam,5,650,906
acima,acima,714,651,906
líder,líder,485,652,905
conta,contas,162,653,904
caminho,caminho,603,654,902
médio,médio,499,655,902
possuir,possui,401,656,901
curso,curso,455,657,901
documento,documento,421,658,900
comissão,comissão,661,659,897
existir,existe,302,660,897
proteção,proteção,715,661,897
ir,irá,28,662,896
número,números,154,663,895
diretor,diretor,580,664,894
ontem,ontem,723,665,894
ter,tiveram,13,666,894
dose,dose,397,667,892
algum,algum,65,668,887
terceiro,terceiro,328,669,886
paraná,paraná,730,670,885
turno,turno,689,671,882
linha,linha,540,672,881
trabalhador,trabalhadores,516,673,881
companhia,companhia,604,674,879
ir,vou,28,675,879
instituto,instituto,683,676,876
rodada,rodada,653,677,872
voto,voto,271,678,872
presente,presente,459,679,870
prender,preso,466,680,870
pequeno,menor,169,681,869
redução,redução,719,682,869
agente,agentes,576,683,868
posição,posição,606,684,867
sair,sair,221,685,867
inflação,inflação,750,686,863
participar,participar,256,687,862
primeiro,primeiros,50,688,860
povo,povo,600,689,858
agência,agência,613,690,856
bola,bola,700,691,855
valer,vale,557,692,855
conselho,conselho,697,693,854
disputa,disputa,674,694,854
fogo,fogo,706,695,852
força,forças,321,696,851
delegacia,delegacia,737,697,849
salvador,salvador,764,698,848
cabeça,cabeça,717,699,847
público,públicos,67,700,846
aí,aí,770,701,846
tentar,tentar,199,702,845
diferente,diferente,426,703,845
passar,passa,77,704,843
escola,escolas,272,705,843
investimento,investimentos,388,706,842
dez,dez,781,707,841
parceria,parceria,643,708,841
investigação,investigação,495,709,839
texto,texto,691,710,839
cliente,clientes,490,711,839
continuar,continua,177,712,838
cargo,cargo,544,713,838
controle,controle,761,714,838
ser,serem,5,715,836
perto,perto,786,716,833
regional,regional,615,717,831
interior,interior,756,718,831
capacidade,capacidade,728,719,831
universidade,universidade,656,720,831
suspeito,suspeito,431,721,831
digital,digital,554,722,831
etapa,etapa,599,723,829
movimento,movimento,614,724,829
globo,globo,790,725,826
amor,amor,763,726,824
média,média,753,727,824
sim,sim,795,728,824
ataque,ataque,473,729,822
usar,usar,173,730,822
formação,formação,751,731,820
mudança,mudança,380,732,819
ela,a,69,733,817
policial,policial,247,734,817
imagem,imagens,453,735,817
pedir,pediu,206,736,815
estado,estados,71,737,814
verdade,verdade,779,738,814
terra,terra,625,739,812
imprensa,imprensa,805,740,811
continuar,continuar,177,741,811
diversos,diversas,529,742,807
estudo,estudo,478,743,807
semana,semanas,110,744,805
algum,alguma,65,745,805
vivo,vivo,644,746,804
euro,euros,710,747,803
pai,pais,281,748,803
resposta,resposta,655,749,802
mostrar,mostra,185,750,801
poder,podemos,24,751,800
iniciativa,iniciativa,624,752,798
deputado,deputados,230,753,798
eu,mim,43,754,797
terceiro,terceira,328,755,796
chegar,chega,68,756,796
respeito,respeito,827,757,794
administração,administração,801,758,793
realização,realização,799,759,793
crime,crimes,195,760,793
evento,eventos,167,761,791
ser,for,5,762,789
falar,falou,139,763,787
atrás,atrás,837,764,786
funcionário,funcionários,639,765,785
pagar,pagar,342,766,785
paciente,pacientes,518,767,784
show,show,567,768,784
congresso,congresso,814,769,784
filha,filha,694,770,784
estádio,estádio,776,771,782
eleição,eleição,251,772,782
direção,direção,816,773,781
fundo,fundo,622,774,779
único,único,367,775,777
vacina,vacina,513,776,775
impacto,impacto,650,777,775
fundamental,fundamental,695,778,774
contrato,contrato,607,779,772
criar,criar,224,780,771
produto,produto,274,781,771
grosso,grosso,787,782,770
apresentar,apresentar,148,783,768
ser,sou,5,784,767
atividade,atividade,253,785,765
mato,mato,821,786,765
nenhum,nenhuma,331,787,762
senado,senado,864,788,761
chefe,chefe,740,789,761
transporte,transporte,670,790,760
ordem,ordem,760,791,759
disponível,disponível,444,792,759
seguir,seguir,149,793,759
levar,levou,120,794,758
voltar,voltou,172,795,757
bombeiro,bombeiros,810,796,757
crise,crise,778,797,756
gol,gols,323,798,756
mudança,mudanças,380,799,755
instituição,instituição,436,800,754
fazer,fazem,25,801,753
alto,alta,204,802,751
sede,sede,851,803,751
achar,acho,385,804,750
novamente,novamente,878,805,749
nome,nomes,217,806,749
estar,esteve,16,807,748
ser,fosse,5,808,748
entrar,entrou,188,809,748
portanto,portanto,884,810,746
via,via,668,811,744
ir,foi,28,812,743
incluir,incluindo,364,813,742
artista,artista,517,814,741
real,real,531,815,741
compra,compra,595,816,735
animal,animais,583,817,735
paulista,paulista,812,818,733
declarar,declarou,560,819,733
índice,índice,698,820,733
alguém,alguém,901,821,733
político,política,249,822,728
político,político,249,823,727
precisar,precisam,133,824,727
parecer,parece,396,825,726
momento,momentos,101,826,726
começar,começa,118,827,725
trânsito,trânsito,906,828,725
seguida,seguida,910,829,723
professor,professor,520,830,721
liberdade,liberdade,880,831,720
trazer,traz,278,832,719
poder,poderão,24,833,719
previsão,previsão,774,834,718
análise,análise,854,835,717
emprego,emprego,616,836,717
igreja,igreja,766,837,717
abertura,abertura,903,838,713
encontrar,encontrar,163,839,713
mina,minas,875,840,712
servidor,servidores,746,841,711
negócio,negócios,530,842,709
investimento,investimento,388,843,708
estudante,estudantes,660,844,706
aplicativo,aplicativo,704,845,706
votação,votação,883,846,705
região,regiões,127,847,705
acontecer,acontecer,107,848,704
conseguir,conseguir,145,849,704
jogar,jogar,346,850,704
lançamento,lançamento,817,851,703
venda,venda,508,852,703
voltar,voltar,172,853,701
ocorrência,ocorrência,702,854,701
oportunidade,oportunidades,349,855,700
órgão,órgão,555,856,699
categoria,categoria,628,857,699
fazer,feitas,25,858,697
sair,saiu,221,859,697
santo,santo,262,860,695
realidade,realidade,899,861,695
único,única,367,862,694
gás,gás,949,863,694
importante,importantes,161,864,694
perder,perdeu,255,865,693
ato,ato,635,866,692
vista,vista,915,867,691
comunicação,comunicação,831,868,690
mão,mão,532,869,690
corte,corte,797,870,690
crédito,crédito,791,871,689
conhecimento,conhecimento,809,872,688
ambos,ambos,731,873,685
escrever,escreveu,577,874,685
executivo,executivo,755,875,684
instituição,instituições,436,876,684
público,públicas,67,877,684
certo,certo,561,878,684
pessoal,pessoal,647,879,684
abaixo,abaixo,957,880,682
atuação,atuação,872,881,682
feira,feira,886,882,681
arma,arma,480,883,681
eleger,eleito,792,884,681
colocar,colocar,301,885,680
jornal,jornal,855,886,680
de esse,desses,129,887,680
sequência,sequência,943,888,676
vir,veio,123,889,675
último,últimas,62,890,675
ator,ator,745,891,675
dever,deverá,55,892,674
apresentação,apresentação,690,893,674
expectativa,expectativa,688,894,674
estar,estará,16,895,673
opção,opção,559,896,671
rua,ruas,277,897,671
morte,mortes,280,898,671
usuário,usuários,630,899,670
parque,parque,871,900,669
participante,participantes,788,901,669
horário,horário,696,902,668
cima,cima,974,903,668
auxílio,auxílio,923,904,666
disponível,disponíveis,444,905,666
relatório,relatório,858,906,665
primeira,primeira,966,907,660
poder,possa,24,908,660
russo,russo,338,909,659
criação,criação,959,910,659
pena,pena,897,911,658
arma,armas,480,912,657
droga,drogas,785,913,656
de ela,dela,982,914,656
livre,livre,822,915,655
ganhar,ganhar,254,916,655
estrutura,estrutura,798,917,654
comum,comum,743,918,653
senador,senador,782,919,652
ganhar,ganhou,254,920,652
destacar,destaca,238,921,651
caixa,caixa,843,922,651
quarto,quarto,446,923,649
querer,quero,111,924,648
familiar,familiares,641,925,646
atleta,atletas,605,926,644
cair,caiu,433,927,644
ar,ar,895,928,643
programação,programação,981,929,643
assunto,assunto,675,930,642
vaga,vaga,319,931,642
indústria,indústria,835,932,641
começar,começar,118,933,640
função,função,693,934,640
trabalho,trabalhos,88,935,640
acrescentar,acrescentou,585,936,640
festival,festival,924,937,638
comprar,comprar,611,938,637
distrito,distrito,905,939,636
realmente,realmente,1013,940,636
dose,doses,397,941,635
aumentar,aumentar,355,942,635
passado,passada,191,943,635
alimento,alimentos,848,944,633
km,km,1019,945,632
instagr,instagram,1021,946,632
tal,tal,718,947,631
casal,casal,929,948,631
parlamentar,parlamentar,629,949,629
juiz,juiz,1023,950,629
ajuda,ajuda,1004,951,629
nove,nove,1024,952,629
combate,combate,954,953,629
elenco,elenco,1002,954,627
saída,saída,951,955,627
versão,versão,842,956,626
mudar,mudar,419,957,626
prêmio,prêmio,834,958,625
celular,celular,754,959,625
atender,atender,462,960,624
avaliação,avaliação,916,961,624
ter,terão,13,962,623
autor,autor,759,963,623
viagem,viagem,720,964,621
geração,geração,825,965,620
residência,residência,868,966,619
existir,existem,302,967,618
flamengo,flamengo,1043,968,618
registrar,registrou,214,969,617
apresentar,apresentou,148,970,617
detalhe,detalhes,918,971,617
desempenho,desempenho,1017,972,617
diferente,diferentes,426,973,616
discurso,discurso,941,974,615
livro,livro,708,975,614
responsabilidade,responsabilidade,937,976,614
presidência,presidência,1049,977,614
contar,contar,112,978,613
benefício,benefício,553,979,613
retorno,retorno,1010,980,613
consumo,consumo,1047,981,613
mal,mal,1027,982,612
natural,natural,775,983,612
falar,fala,139,984,612
modo,modo,972,985,611
recentemente,recentemente,1053,986,611
tomar,tomar,293,987,609
rodrigo,rodrigo,1058,988,609
material,material,596,989,608
vencer,vencer,376,990,608
simples,simples,1062,991,608
referência,referência,912,992,607
diverso,diversos,794,993,605
paz,paz,1037,994,605
chegada,chegada,1038,995,605
orçamento,orçamento,1011,996,605
registro,registro,724,997,605
operação,operações,303,998,605
milhão,milhão,95,999,604
processo,processos,156,1000,604
reportagem,reportagem,993,1001,604
significar,significa,904,1002,602
diferença,diferença,859,1003,601
geral,gerais,311,1004,600
regra,regras,722,1005,600
atriz,atriz,1009,1006,599
nosso,nossas,75,1007,599
coração,coração,990,1008,599
trimestre,trimestre,1074,1009,598
treinador,treinador,965,1010,598
assembleia,assembleia,1016,1011,598
mandato,mandato,946,1012,597
razão,razão,844,1013,597
destaque,destaque,838,1014,596
aquele,aqueles,400,1015,596
questão,questões,329,1016,596
abrir,abrir,209,1017,596
divulgar,divulgado,235,1018,596
levantamento,levantamento,992,1019,595
luta,luta,963,1020,595
