Morph-Lemma,Morph-Inflection,Lemma-Priority,Inflection-Priority,Occurrence
ultim,ultima,85,327,1345
nou,noi,53,328,1341
special,special,196,329,1336
ajunge,ajunge,80,330,1333
psd,psd,433,331,1326
proiect,proiect,114,332,1324
acest,acestei,23,333,1323
cinci,cinci,399,334,1321
alba,alba,441,335,1305
putin,putin,429,336,1303
mic,mici,149,337,1300
octombrie,octombrie,444,338,1296
ban,banii,115,339,1295
fost,fostul,213,340,1294
deoarece,deoarece,445,341,1294
intra,intrat,157,342,1291
tu,îți,45,343,1290
nimeni,nimeni,448,344,1288
aprilie,aprilie,452,345,1284
ucrainan,ucraineni,443,346,1284
român,români,94,347,1281
acasă,acasă,403,348,1280
public,public,119,349,1279
putea,poți,24,350,1277
fapt,fapt,107,351,1272
mie,mii,371,352,1268
război,războiul,99,353,1265
meu,noastre,67,354,1259
lua,ia,84,355,1254
caz,caz,86,356,1251
național,național,172,357,1247
gaz,gaze,185,358,1244
total,total,231,359,1242
deci,deci,470,360,1241
iulie,iulie,256,361,1238
noiembrie,noiembrie,475,362,1233
privire,privire,426,363,1228
cere,cerut,199,364,1226
război,războiului,99,365,1224
punct,punct,152,366,1219
centru,centrul,217,367,1216
august,august,482,368,1211
muri,murit,355,369,1207
european,european,100,370,1206
putea,putut,24,371,1202
eu,mine,28,372,1198
rămâne,rămâne,135,373,1196
bun,bune,74,374,1193
rămâne,rămas,135,375,1193
casă,casa,140,376,1189
țară,țara,83,377,1187
viață,viață,143,378,1187
nume,numele,313,379,1185
online,online,499,380,1178
copil,copiii,97,381,1172
eu,îmi,28,382,1170
județ,județul,239,383,1170
sănătate,sănătate,251,384,1160
urma,urmează,136,385,1160
metru,metri,376,386,1154
mondial,mondial,245,387,1153
tot,tuturor,32,388,1150
stat,statele,70,389,1149
nici_un,nicio,236,390,1145
scrie,scris,180,391,1145
armată,armata,275,392,1145
reuși,reușit,324,393,1144
ucrainean,ucrainene,150,394,1140
bărbat,bărbatul,137,395,1136
asă,asa,529,396,1135
meu,mea,67,397,1134
rus,ruși,66,398,1133
exemplu,exemplu,466,399,1125
spital,spital,182,400,1123
grad,grade,367,401,1121
proiect,proiectul,114,402,1118
crește,crescut,221,403,1112
scrie,scrie,180,404,1112
pierde,pierdut,305,405,1112
reprezenta,reprezintă,302,406,1106
totodată,totodată,532,407,1105
adăuga,adăugat,308,408,1104
companie,compania,170,409,1104
decide,decis,396,410,1101
un,unele,4,411,1100
tu,tu,45,412,1100
afla,aflat,75,413,1099
primar,primarul,253,414,1099
militar,militare,126,415,1097
extrem,extrem,489,416,1093
decizie,decizia,204,417,1085
găsi,găsit,186,418,1082
meu,nostru,67,419,1081
același,același,237,420,1079
clar,clar,411,421,1076
public,publice,119,422,1076
unit,unite,454,423,1074
pnl,pnl,566,424,1069
doi,doilea,39,425,1067
situație,situația,219,426,1066
marți,marți,569,427,1063
începe,începe,95,428,1062
altfel,altfel,570,429,1061
bază,baza,260,430,1060
familie,familie,169,431,1058
avea,având,1,432,1056
începe,începând,95,433,1050
minut,minute,413,434,1047
anunţat,anunţat,575,435,1043
afla,afla,75,436,1042
român,român,94,437,1042
autoritate,autoritățile,284,438,1041
faţă,faţă,587,439,1038
presă,presă,273,440,1037
pune,pune,110,441,1036
sistem,sistemul,178,442,1035
viitor,viitor,226,443,1032
punct,puncte,152,444,1031
imediat,imediat,494,445,1030
nici_un,niciun,236,446,1029
direct,direct,428,447,1027
posibil,posibil,333,448,1027
respectiv,respectiv,342,449,1027
zi,zilei,46,450,1026
duce,dus,174,451,1024
avea,aibă,1,452,1015
oferi,oferă,155,453,1014
acela,aceea,27,454,1014
ulterior,ulterior,539,455,1012
județean,județean,459,456,1012
securitate,securitate,357,457,1011
accident,accident,292,458,1010
măsură,măsuri,168,459,1007
informație,informații,322,460,1003
niciodată,niciodată,535,461,1001
săptămână,săptămâni,153,462,999
om,om,63,463,999
încât,încât,608,464,997
susține,susține,223,465,996
unul,unii,60,466,995
forță,forțele,267,467,993
urmare,urmare,600,468,987
acesta,aceștia,29,469,985
lucru,lucrurile,88,470,982
exact,exact,554,471,982
țară,țări,83,472,980
american,american,206,473,979
lună,lună,54,474,978
cel,celor,34,475,978
continuare,continuare,490,476,977
final,final,241,477,975
explica,explicat,352,478,975
rapid,rapid,356,479,972
lună,lunii,54,480,972
departe,departe,629,481,970
ultim,ultimul,85,482,970
îşi,îşi,630,483,969
rusesc,rusești,384,484,968
facebook,facebook,632,485,967
casă,casă,140,486,965
nou,noul,53,487,962
cineva,cineva,637,488,960
afacere,afaceri,326,489,960
acesta,acestuia,29,490,956
face,facem,33,491,956
apărare,apărării,312,492,954
adică,adică,479,493,953
vrea,vei,18,494,953
alege,ales,288,495,950
zonă,zonă,104,496,950
oficial,oficial,202,497,950
săptămână,săptămâna,153,498,949
țară,țării,83,499,948
oraș,orașul,164,500,941
regiune,regiunea,255,501,939
persoană,persoanele,69,502,937
urgență,urgență,592,503,935
aur,aur,590,504,933
rând,rând,242,505,931
dupa,dupa,652,506,931
stat,statul,70,507,926
jumătate,jumătate,525,508,926
național,națională,172,509,923
primărie,primăria,340,510,922
tip,tip,398,511,921
face,faci,33,512,921
stat,statului,70,513,919
exista,exista,96,514,919
mamă,mama,369,515,918
aduce,aduce,191,516,917
recent,recent,435,517,916
număr,număr,154,518,915
public,publică,119,519,914
afirma,afirmat,378,520,913
local,local,193,521,913
loc,locuri,51,522,912
tu,tine,45,523,912
scurt,scurt,461,524,911
medical,medicale,301,525,910
loc,locului,51,526,910
sită,site,665,527,909
armă,arme,361,528,907
rând,rândul,242,529,906
persoană,persoană,69,530,905
extern,externe,538,531,905
familie,familia,169,532,905
azi,azi,670,533,904
important,importante,145,534,904
termen,termen,383,535,903
acord,acord,385,536,901
video,video,672,537,899
mic,mic,149,538,898
măsură,măsură,168,539,898
preşedintă,preşedintele,615,540,897
militar,militar,126,541,894
săptămână,săptămână,153,542,893
pană,pana,649,543,892
acest,acestor,23,544,892
femeie,femeie,162,545,890
zece,zeci,389,546,890
serie,serie,460,547,889
teren,teren,354,548,882
nord,nord,486,549,881
ajutor,ajutor,274,550,879
întreg,întreaga,280,551,878
kilometru,km,334,552,877
meci,meci,230,553,875
dacă,daca,49,554,874
vreme,vreme,293,555,874
acesta,acestora,29,556,873
ultim,ultimii,85,557,872
problemă,problema,122,558,872
program,programul,247,559,871
majoritate,majoritatea,533,560,868
nou,noua,53,561,867
continua,continua,201,562,865
premier,premierul,422,563,864
permite,permite,272,564,863
tău,ta,208,565,856
deschide,deschis,359,566,853
aşa,aşa,702,567,852
ajuta,ajuta,225,568,851
polițist,polițiștii,395,569,849
succes,succes,537,570,844
da,dea,59,571,843
local,locale,193,572,842
apel,apel,503,573,842
iohannis,iohannis,716,574,841
atac,atac,279,575,840
ști,știu,165,576,840
merge,merge,183,577,838
duce,duce,174,578,838
puţin,puţin,704,579,838
diferit,diferite,498,580,837
valoare,valoarea,146,581,835
ajutor,ajutorul,274,582,835
the,the,723,583,835
meu,meu,67,584,833
destul,destul,669,585,832
mediu,mediu,243,586,832
jos,jos,673,587,831
joc,joc,261,588,830
cap,cap,437,589,828
piață,piața,328,590,826
cuvânt,cuvânt,329,591,826
final,finalul,241,592,825
lider,liderul,266,593,825
consiliu,consiliul,311,594,823
său,săi,26,595,822
produs,produse,277,596,819
vreme,vremea,293,597,818
sigur,sigur,548,598,817
mesaj,mesaj,316,599,815
lucru,lucruri,88,600,811
fată,fata,410,601,811
seară,seară,527,602,810
creștere,creștere,295,603,810
anunța,anunță,139,604,810
serviciu,servicii,141,605,807
stradă,strada,299,606,807
teritoriu,teritoriul,388,607,806
simplu,simplu,450,608,805
aduce,adus,191,609,804
schimb,schimb,579,610,804
mult,multă,35,611,804
rutier,rutier,463,612,803
trecut,trecută,189,613,802
funcție,funcție,425,614,801
domeniu,domeniul,372,615,800
vedea,vedem,82,616,800
privi,privește,517,617,799
cam,cam,742,618,798
consiliu,consiliului,311,619,797
lege,legea,184,620,797
fi,ești,3,621,793
drum,drum,229,622,791
odată,odată,682,623,790
drept,dreptul,131,624,789
urma,urma,136,625,789
primi,primi,121,626,789
încerca,încercat,214,627,788
puternic,puternic,330,628,787
pleca,plecat,290,629,787
lansa,lansat,380,630,786
stare,stare,353,631,785
iulie,iulia,256,632,783
chină,china,581,633,779
preț,prețul,200,634,779
vorbi,vorbit,248,635,779
același,aceeași,237,636,777
da,dau,59,637,776
prezenta,prezentat,249,638,774
niște,niște,772,639,771
eveniment,eveniment,210,640,770
român,românii,94,641,769
adevărat,adevărat,512,642,768
acela,aia,27,643,768
covid,covid,741,644,767
afara,afara,776,645,766
siguranță,siguranță,601,646,766
oraș,oraș,164,647,764
sută,sute,505,648,762
lege,lege,184,649,761
ușor,ușor,557,650,761
motiv,motiv,303,651,760
complet,complet,584,652,760
social,sociale,331,653,760
sprijin,sprijinul,404,654,759
anumit,anumite,509,655,759
continua,continuă,201,656,758
curs,cursul,368,657,757
trimite,trimis,283,658,757
dosar,dosar,414,659,756
vedea,vedea,82,660,755
control,control,335,661,754
o,o,784,662,753
singur,singur,175,663,752
lege,legii,184,664,750
publica,publicat,442,665,750
tv,tv,794,666,750
oraș,orașului,164,667,749
spital,spitalul,182,668,748
arăta,arătat,117,669,747
întâmpla,întâmplă,281,670,746
sursă,surse,269,671,745
sens,sens,516,672,741
special,speciale,196,673,741
transport,transport,375,674,741
calitate,calitate,518,675,740
ministru,ministru,127,676,740
femeie,femeia,162,677,739
dori,doresc,232,678,739
înregistra,înregistrat,289,679,737
zi,zilele,46,680,737
vrea,voi,18,681,736
comunicat,comunicat,659,682,733
ciucă,ciucă,759,683,733
plan,plan,306,684,732
medie,media,401,685,731
copie,copiilor,712,686,729
apărea,apărut,246,687,728
tocmai,tocmai,821,688,727
conduce,condus,252,689,727
trece,trece,151,690,726
mereu,mereu,826,691,725
guvern,guvernului,166,692,722
câștiga,câștigat,406,693,719
faţa,faţa,835,694,718
mod,modul,167,695,717
militar,militară,126,696,716
curte,curtea,618,697,715
național,naționale,172,698,715
copil,copil,97,699,715
mediu,mediul,243,700,712
produce,produs,348,701,711
activitate,activitatea,257,702,711
sus,sus,844,703,711
cat,cat,686,704,710
minister,ministerului,192,705,710
auto,auto,849,706,710
ști,știe,165,707,710
putere,putere,379,708,710
lume,lumii,112,709,708
vedere,vederea,197,710,708
kilometru,kilometri,334,711,708
da,dă,59,712,707
proiect,proiecte,114,713,705
rău,rău,611,714,705
încerca,încearcă,214,715,703
el,l,19,716,701
reuters,reuters,862,717,701
bază,bază,260,718,700
lovi,lovit,473,719,700
vreun,vreo,578,720,700
circa,circa,864,721,700
imagine,imagini,291,722,700
abia,abia,867,723,698
creștere,creșterea,295,724,696
transmite,transmite,177,725,696
context,contextul,573,726,693
republică,republica,480,727,693
târziu,târziu,851,728,692
anterior,anterior,451,729,691
realiza,realizat,315,730,691
