Morph-Lemma,Morph-Inflection,Lemma-Priority,Inflection-Priority,Occurrence
karanten,karanteni,321,912,528
podobno,podobno,1226,913,528
zmaga,zmage,196,914,527
podjetje,podjetju,103,915,526
velik,velikih,40,916,526
odločiti,odločila,224,917,526
prednost,prednost,604,918,526
zaščita,zaščito,498,919,526
zdravstven,zdravstveno,131,920,525
edin,edini,599,921,525
sodelovanje,sodelovanju,385,922,525
odpreti,odprli,535,923,525
podoben,podobno,328,924,524
rast,rast,763,925,523
njihov,njihova,105,926,523
pisati,piše,621,927,521
omejitev,omejitve,454,928,521
volitev,volitvah,444,929,521
uspešno,uspešno,1222,930,521
svetoven,svetovne,145,931,520
delati,delajo,209,932,520
ekipa,ekipi,178,933,520
družben,družbenih,551,934,520
karanten,karantene,321,935,519
prihodnost,prihodnost,644,936,519
zadnji,zadnja,65,937,519
pričakovati,pričakuje,236,938,519
ostati,ostala,167,939,519
ostati,ostali,167,940,518
zoper,zoper,1247,941,518
gotovo,gotovo,1248,942,518
prostor,prostorih,156,943,518
varnost,varnosti,471,944,517
pravi,pravi,345,945,517
živeti,živi,346,946,517
moč,moči,500,947,517
ženska,ženske,377,948,517
priložnost,priložnosti,463,949,516
film,film,434,950,516
pripravljen,pripravljeni,440,951,516
pozvati,pozval,563,952,515
evropski,evropsko,98,953,515
smc,smc,1251,954,515
