Morph-base,Morph-inflected
廃業,廃業
濃いめ,濃いめ
肩透かし,肩透かし
打ち解ける,打ち解ける
ピンク色,ピンク色
用足し,用足し
ワースト,ワースト
書き付ける,書き付け
がらっと,がらっと
洗える,洗え
密閉,密閉
慰める,慰める
輪切り,輪切り
無精,無精
無機質,無機質
序の口,序の口
きな臭い,きな臭く
格上げ,格上げ
ブーブー,ブーブー
小じわ,小じわ
無機物,無機物
物わかり,物わかり
ほどく,ほどき
就く,就こ
見つめる,見つめる
振り向く,振り向か
ぺこぺこ,ぺこぺこ
丸焼き,丸焼き
はまる,はまる
すっぽり,すっぽり
閉じる,閉じれ
たたえる,たたえる
万々歳,万々歳
ばかげる,ばかげ
遮る,遮る
噴き出す,噴き出し
包む,包む
役立つ,役立っ
焼け石,焼け石
任意,任意
本数,本数
さびる,さびる
大道芸,大道芸
区内,区内
瞳孔,瞳孔
切れ端,切れ端
覆い,覆い
物差し,物差し
セクション,セクション
うねり,うねり
レモン,レモン
取りかかる,取りかかる
投げ込む,投げ込ん
おはこ,おはこ
命ずる,命ず
消えうせる,消えうせろ
不祥,不祥
合わせる,合わせろ
大目玉,大目玉
積める,積め
示し,示し
一幕,一幕
酔いつぶれる,酔いつぶれ
一門,一門
ちゃこ,ちゃこ
ごっちゃ,ごっちゃ
はらう,はらう
成り代わる,成り代わっ
よどむ,よどん
総意,総意
負け惜しみ,負け惜しみ
渋る,渋っ
流し込む,流し込む
祝う,祝お
悪童,悪童
呼び戻す,呼び戻そ
ガチガチ,ガチガチ
ほうける,ほうけ
ひす,ひし
御蔭,御蔭
年来,年来
あくせく,あくせく
祭主,祭主
回せる,回せ
強風,強風
作製,作製
祭具,祭具
枯らす,枯らし
議,議
食する,食せ
おり,おり
いさかい,いさかい
ＯＬ,ＯＬ
小坊主,小坊主
ブレスレット,ブレスレット
アワビ,アワビ
ぶつける,ぶつけれ
付きまとう,付きまとう
付きまとう,付きまとわ
短髪,短髪
罵る,罵ら
しかめっ面,しかめっ面
考え込む,考え込ん
デリケート,デリケート
愛きょう,愛きょう
釣り合う,釣り合っ
拝む,拝ま
引っ張る,引っ張ん
告げ口,告げ口
我が物顔,我が物顔
頬張る,頬張っ
取り組む,取り組ん
おこ,おこ
かたる,かたり
ちょう愛,ちょう愛
射的,射的
本校,本校
実る,実り
高架,高架
古本屋,古本屋
東雲,東雲
かすむ,かすむ
長々,長々
付きまとう,付きまとっ
引っ込み思案,引っ込み思案
遠ざかる,遠ざかっ
ブラウン,ブラウン
駆け回る,駆け回り
考査,考査
あおり,あおり
ゆゆしい,ゆゆしき
怯える,怯える
降格,降格
至って,至って
くみ上げる,くみ上げ
積み上げる,積み上げる
同義,同義
悪い,悪し
リタイア,リタイア
勝ち残る,勝ち残っ
トップクラス,トップクラス
追い上げる,追い上げ
落馬,落馬
まく,まけ
未だ,未だ
勝ち進む,勝ち進む
湧き出る,湧き出
接する,接しろ
爬虫類,爬虫類
疾走,疾走
躓く,躓い
段丘,段丘
北部,北部
河岸,河岸
避ける,避けれ
どなる,どなら
ナガスクジラ,ナガスクジラ
ヒゲペンギン,ヒゲペンギン
出会い頭,出会い頭
家の子,家の子
若葉,若葉
粗い,粗い
見切れる,見切れ
彦星,彦星
織姫,織姫
コントラバス,コントラバス
たしなむ,たしなん
椎,椎
マンゴー,マンゴー
モカ,モカ
けす,けし
書き留める,書き留め
メジャー,メジャー
やさしい,やさしく
とまる,とまら
やり直す,やり直そ
兼任,兼任
まとまり,まとまり
やり直せる,やり直せ
ライブハウス,ライブハウス
おためごかし,おためごかし
タンバリン,タンバリン
コーラス,コーラス
先入観,先入観
マイナー,マイナー
すくう,すくっ
こぐ,こぐ
すすむ,すすむ
うたう,うたっ
だまる,だまり
ひだ,ひだ
アスファルト,アスファルト
ふたたび,ふたたび
内申,内申
亜麻,亜麻
属,属
ケープ,ケープ
バレエ,バレエ
習い事,習い事
絡み合う,絡み合っ
仮眠,仮眠
親指,親指
礼金,礼金
目の下,目の下
ネプチューン,ネプチューン
はりきる,はりきっ
そそる,そそる
ひっさげる,ひっさげ
スライス,スライス
なつく,なつか
口癖,口癖
高騰,高騰
スパイス,スパイス
とおる,とおっ
かじる,かじら
正しい,正しけれ
引き揚げる,引き揚げろ
手間賃,手間賃
満載,満載
香水,香水
苗床,苗床
出直し,出直し
中高生,中高生
フリーター,フリーター
インターネット,インターネット
洋館,洋館
総監,総監
トレーナー,トレーナー
生得,生得
計測,計測
定まる,定まっ
綻びる,綻び
乗っける,乗っけん
老いる,老いる
老化,老化
力添え,力添え
一新,一新
振り出し,振り出し
なるい,なる
転覆,転覆
不純物,不純物
並び,並び
のこのこ,のこのこ
固まる,固まり
ミッションスクール,ミッションスクール
抱き合わせる,抱き合わせ
パイプオルガン,パイプオルガン
唄う,唄う
察する,察しろ
ウナギ,ウナギ
殺る,殺れ
背格好,背格好
亀,亀
届ける,届けよ
離陸,離陸
機内,機内
陸路,陸路
インフラ,インフラ
なまこ,なまこ
虎の子,虎の子
膝元,膝元
主要,主要
毒物,毒物
省略,省略
対症療法,対症療法
漏出,漏出
澱,澱
モデルケース,モデルケース
廻る,廻る
度々,度々
取り除く,取り除き
穢い,穢から
ずり,ずり
閑話,閑話
穢,穢
硬度,硬度
物量,物量
広がり,広がり
立ち行く,立ち行か
ねらう,ねらい
自尊心,自尊心
おかあさん,おかあさん
平面,平面
都立,都立
野薔薇,野薔薇
鼻くそ,鼻くそ
い死,い死
忌々しい,忌々しい
きな臭い,きな臭
危惧す,危惧し
無為,無為
ブラザー,ブラザー
外来,外来
途切れる,途切れる
絵図,絵図
まくる,まくれ
潰れる,潰れろ
堕ちる,堕ちろ
敬う,敬う
変幻,変幻
純愛,純愛
潰す,潰そ
地鳴り,地鳴り
ふためく,ふためく
取り逃す,取り逃し
懲らしめる,懲らしめる
含み,含み
たぶ,たぶ
成り立ち,成り立ち
雄姿,雄姿
へええ,へええ
厨,厨
テンプ,テンプ
抱ける,抱け
死産,死産
生後,生後
親類,親類
破く,破い
あそぶ,あそん
こむ,こも
きし,きし
結論づける,結論づけ
交わる,交わっ
今し方,今し方
優柔不断,優柔不断
やり過ごす,やり過ごせ
つくす,つくさ
面々,面々
陥没,陥没
風聞,風聞
海原,海原
機転,機転
摘む,摘む
夜目,夜目
要人,要人
つけ込む,つけ込み
遭う,遭え
知れ渡る,知れ渡り
胸当て,胸当て
きつい,きつくっ
酔っぱらう,酔っぱらっ
しける,しけ
雪かき,雪かき
娼婦,娼婦
慣らす,慣らし
たつ,たと
ツキ,ツキ
かっぽ,かっぽ
バッタバッタ,バッタバッタ
ざわめく,ざわめく
ふてくされる,ふてくされ
呑む,呑ま
出任せ,出任せ
侵す,侵す
ボイス,ボイス
まがう,まがい
感じ取る,感じ取れ
比喩,比喩
引きずり込む,引きずり込ま
及ぶ,及ぼ
さもなければ,さもなければ
受け付ける,受け付ける
注進,注進
着席,着席
願う,願お
ぶどう,ぶどう
あそぶ,あそば
ロール,ロール
読み返す,読み返し
武家,武家
腹ぺこ,腹ぺこ
ありがたみ,ありがたみ
相部屋,相部屋
見損なう,見損ない
荷造り,荷造り
名乗る,名乗
はねつける,はねつけ
弾む,弾む
出払う,出払っ
追い返せる,追い返せ
紫,紫
従う,従お
教父,教父
沿う,沿う
絞め殺す,絞め殺す
先行き,先行き
寝つく,寝つく
躍動,躍動
寡黙,寡黙
見限る,見限っ
あせる,あせっ
用心深い,用心深い
近しい,近しく
飾り立てる,飾り立て
不用心,不用心
うまく,うまく
降る,降れ
反旗,反旗
実る,実ら
飾りつける,飾りつける
要約,要約
くせ者,くせ者
いやらしい,いやらし
前触れ,前触れ
仲裁,仲裁
吹き出す,吹き出し
鬼神,鬼神
ふさぐ,ふさぐ
魚釣り,魚釣り
流せる,流せる
彩り,彩り
油っこい,油っこい
プリンセス,プリンセス
つっこむ,つっこん
賛否,賛否
両論,両論
防虫,防虫
スプレー,スプレー
ひっつく,ひっつき
投げ捨てる,投げ捨てる
早足,早足
ちびっこ,ちびっこ
モバイル,モバイル
吐き出せる,吐き出せ
レントゲン,レントゲン
トリミング,トリミング
三蔵,三蔵
シアター,シアター
駆け回る,駆け回っ
フリスビー,フリスビー
潤い,潤い
ほぐす,ほぐし
しぶき,しぶき
野原,野原
ミリタリー,ミリタリー
珍獣,珍獣
サンゴ,サンゴ
渡り歩く,渡り歩い
合一,合一
街灯,街灯
金賞,金賞
逆戻り,逆戻り
チクリ,チクリ
端午,端午
ちまき,ちまき
ショウ,ショウ
怪奇,怪奇
取りこぼす,取りこぼし
おかみ,おかみ
銭,銭
歯向かう,歯向かっ
がた,がた
欠乏,欠乏
鳥かご,鳥かご
触れる,触れよ
老い,老い
下手人,下手人
異人,異人
深手,深手
高まり,高まり
逃げ惑う,逃げ惑う
なんのその,なんのその
決め込む,決め込ん
いくばく,いくばく
応じる,応じる
さぞや,さぞや
喰う,喰え
唾液,唾液
移す,移せ
婆さん,婆さん
こする,こすり
几帳面,几帳面
後片付け,後片付け
アリバイ,アリバイ
つける,つけりゃ
生臭い,生臭い
無駄骨,無駄骨
カゼ,カゼ
フランス語,フランス語
小耳,小耳
フシ,フシ
づくし,づくし
よわい,よわい
諸行無常,諸行無常
受ける,受けろ
判事,判事
憤慨,憤慨
田舎道,田舎道
揺らす,揺らさ
客間,客間
見分け,見分け
アンティーク,アンティーク
イミテーション,イミテーション
直径,直径
鋭敏,鋭敏
巻く,巻く
児戯,児戯
伸ばせる,伸ばせる
バイアス,バイアス
殺傷,殺傷
苦悩,苦悩
近い,近う
鼻眼鏡,鼻眼鏡
ノーコメント,ノーコメント
苦しい,苦しゅう
パリッ,パリッ
ごつい,ごつい
荒れ果てる,荒れ果て
転売,転売
旅先,旅先
幻惑,幻惑
甲板,甲板
抜かる,抜かり
体裁,体裁
まかなえる,まかなえ
冷ます,冷まし
いんちき,いんちき
きしょう,きしょう
おちおち,おちおち
ぼろ,ぼろ
やむをえない,やむをえない
無造作,無造作
隠遁,隠遁
巻き上げる,巻き上げ
吉報,吉報
哀れむ,哀れむ
見取り,見取り
通り越す,通り越し
肉弾,肉弾
うねる,うねる
パイプ,パイプ
忘却,忘却
くだり,くだり
頭ごなし,頭ごなし
往生際,往生際
最長,最長
福利,福利
所得,所得
就く,就け
年収,年収
おわる,おわる
はぐる,はぐっ
持ちこたえる,持ちこたえろ
エッジ,エッジ
秘書官,秘書官
憎い,憎き
解せる,解せ
なおも,なおも
ほっぽる,ほっぽっ
不倫,不倫
ぐる,ぐる
すっぱ抜く,すっぱ抜か
くい,くい
再編,再編
寝首,寝首
巧み,巧み
変容,変容
いい気,いい気
様変わり,様変わり
くず,くず
付け合わせる,付け合わせ
じゃがいも,じゃがいも
ひそめる,ひそめ
上がり込む,上がり込ん
むさい,むさ
遍歴,遍歴
節操,節操
父君,父君
脱する,脱する
猿知恵,猿知恵
城内,城内
がちがち,がちがち
周到,周到
練る,練ら
反面,反面
ちぐはぐ,ちぐはぐ
拭える,拭え
横行,横行
打つ,打と
ありがたい,ありがたき
仕向ける,仕向ける
脅し,脅し
早馬,早馬
シュークリーム,シュークリーム
デコレーション,デコレーション
ウエディング,ウエディング
田畑,田畑
手当たり,手当たり
乗り手,乗り手
酷使,酷使
延びる,延びる
のしかかる,のしかかっ
金策,金策
黒焦げ,黒焦げ
関の山,関の山
思いつく,思いつき
回れる,回れる
恐い,恐
言いくるめる,言いくるめ
名高い,名高き
幼い,幼かっ
和やか,和やか
商う,商っ
誇る,誇ら
問いただす,問いただし
損ねる,損ねる
損失,損失
大麦,大麦
戦勝,戦勝
祝,祝
どっしり,どっしり
寄りつく,寄りつか
しろい,しろい
黒砂糖,黒砂糖
しかる,しかり
畏れ多い,畏れ多い
へま,へま
返り咲く,返り咲き
人だかり,人だかり
ものすごい,ものすご
身代金,身代金
金づる,金づる
引き出す,引き出さ
出社,出社
内定,内定
引き継げる,引き継げ
謝る,謝りゃ
ダイビング,ダイビング
家電,家電
マキ,マキ
盛り上げる,盛り上げる
就ける,就ける
輝る,輝っ
ガチャガチャ,ガチャガチャ
ボルト,ボルト
微弱,微弱
電流,電流
放電,放電
